dimension,regionX,regionZ,chunkX,chunkZ,scanTick,inhabitedTicks,surfaceY,biome,isSpawn,dominantStone,dominantStoneEffect,memorabilityIndex,chunkMemorable,chunkForgettable,renewalAction,renewalRank,source,status
minecraft:overworld,-2,-2,3,19,1410059,0,253,minecraft:river,0,NONE,NONE,0.000000,0,1,REGION_PURGE,1,NBT,OK
minecraft:overworld,-2,-2,3,20,1410059,0,255,minecraft:plains,0,NONE,NONE,0.000000,0,1,REGION_PURGE,1,NBT,OK
minecraft:overworld,-2,-2,3,21,1410059,0,255,minecraft:plains,0,NONE,NONE,0.000000,0,1,REGION_PURGE,1,NBT,OK
minecraft:overworld,-2,-2,3,22,1410059,0,253,minecraft:plains,0,NONE,NONE,0.000000,0,1,REGION_PURGE,1,NBT,OK
minecraft:overworld,-2,-2,3,23,1410059,0,253,minecraft:plains,0,NONE,NONE,0.000000,0,1,REGION_PURGE,1,NBT,OK
minecraft:overworld,-2,-2,3,24,1410059,0,253,minecraft:plains,0,NONE,NONE,0.000000,0,1,REGION_PURGE,1,NBT,OK
minecraft:overworld,-2,-2,3,25,1410059,0,253,minecraft:plains,0,NONE,NONE,0.000000,0,1,REGION_PURGE,1,NBT,OK
minecraft:overworld,-2,-2,3,26,1410059,0,253,minecraft:plains,0,NONE,NONE,0.000000,0,1,REGION_PURGE,1,NBT,OK
minecraft:overworld,-2,-2,3,27,1410059,0,253,minecraft:plains,0,NONE,NONE,0.000000,0,1,REGION_PURGE,1,NBT,OK
minecraft:overworld,-2,-2,3,28,1410059,0,253,minecraft:river,0,NONE,NONE,0.000000,0,1,REGION_PURGE,1,NBT,OK
minecraft:overworld,-2,-2,3,29,1410059,0,253,minecraft:river,0,NONE,NONE,0.000000,0,1,REGION_PURGE,1,NBT,OK
minecraft:overworld,-2,-2,3,30,1410059,0,253,minecraft:river,0,NONE,NONE,0.000000,0,1,REGION_PURGE,1,NBT,OK
minecraft:overworld,-2,-2,3,31,1410059,0,253,minecraft:river,0,NONE,NONE,0.000000,0,1,REGION_PURGE,1,NBT,OK
minecraft:overworld,-2,-2,4,0,1410059,0,253,minecraft:river,0,NONE,NONE,0.000000,0,1,REGION_PURGE,1,NBT,OK
minecraft:overworld,-2,-2,4,1,1410059,0,253,minecraft:river,0,NONE,NONE,0.000000,0,1,REGION_PURGE,1,NBT,OK
minecraft:overworld,-2,-2,4,2,1410059,0,253,minecraft:plains,0,NONE,NONE,0.000000,0,1,REGION_PURGE,1,NBT,OK
minecraft:overworld,-2,-2,4,3,1410059,0,253,minecraft:plains,0,NONE,NONE,0.000000,0,1,REGION_PURGE,1,NBT,OK
minecraft:overworld,-2,-2,4,4,1410059,0,253,minecraft:plains,0,NONE,NONE,0.000000,0,1,REGION_PURGE,1,NBT,OK
minecraft:overworld,-2,-2,4,5,1410059,0,253,minecraft:river,0,NONE,NONE,0.000000,0,1,REGION_PURGE,1,NBT,OK
minecraft:overworld,-2,-2,4,6,1410059,0,253,minecraft:river,0,NONE,NONE,0.000000,0,1,REGION_PURGE,1,NBT,OK
minecraft:overworld,-2,-2,4,7,1410059,0,253,minecraft:river,0,NONE,NONE,0.000000,0,1,REGION_PURGE,1,NBT,OK
minecraft:overworld,-2,-2,4,8,1410059,0,253,minecraft:river,0,NONE,NONE,0.000000,0,1,REGION_PURGE,1,NBT,OK
minecraft:overworld,-2,-2,4,9,1410059,0,253,minecraft:river,0,NONE,NONE,0.000000,0,1,REGION_PURGE,1,NBT,OK
minecraft:overworld,-2,-2,4,10,1410059,0,253,minecraft:river,0,NONE,NONE,0.000000,0,1,REGION_PURGE,1,NBT,OK
minecraft:overworld,-2,-2,4,11,1410059,0,261,minecraft:plains,0,NONE,NONE,0.000000,0,1,REGION_PURGE,1,NBT,OK
minecraft:overworld,-2,-2,4,12,1410059,0,263,minecraft:plains,0,NONE,NONE,0.000000,0,1,REGION_PURGE,1,NBT,OK
minecraft:overworld,-2,-2,4,13,1410059,0,261,minecraft:plains,0,NONE,NONE,0.000000,0,1,REGION_PURGE,1,NBT,OK
minecraft:overworld,-2,-2,4,14,1410059,0,261,minecraft:plains,0,NONE,NONE,0.000000,0,1,REGION_PURGE,1,NBT,OK
minecraft:overworld,-2,-2,4,15,1410059,0,263,minecraft:plains,0,NONE,NONE,0.000000,0,1,REGION_PURGE,1,NBT,OK
minecraft:overworld,-2,-2,4,16,1410059,0,257,minecraft:plains,0,NONE,NONE,0.000000,0,1,REGION_PURGE,1,NBT,OK
minecraft:overworld,-2,-2,4,17,1410059,0,257,minecraft:plains,0,NONE,NONE,0.000000,0,1,REGION_PURGE,1,NBT,OK
minecraft:overworld,-2,-2,4,18,1410059,0,253,minecraft:plains,0,NONE,NONE,0.000000,0,1,REGION_PURGE,1,NBT,OK
minecraft:overworld,-2,-2,4,19,1410059,0,253,minecraft:river,0,NONE,NONE,0.000000,0,1,REGION_PURGE,1,NBT,OK
minecraft:overworld,-2,-2,4,20,1410059,0,253,minecraft:river,0,NONE,NONE,0.000000,0,1,REGION_PURGE,1,NBT,OK
minecraft:overworld,-2,-2,4,21,1410059,0,257,minecraft:plains,0,NONE,NONE,0.000000,0,1,REGION_PURGE,1,NBT,OK
minecraft:overworld,-2,-2,4,22,1410059,0,253,minecraft:plains,0,NONE,NONE,0.000000,0,1,REGION_PURGE,1,NBT,OK
minecraft:overworld,-2,-2,4,23,1410059,0,253,minecraft:plains,0,NONE,NONE,0.000000,0,1,REGION_PURGE,1,NBT,OK
minecraft:overworld,-2,-2,4,24,1410059,0,253,minecraft:river,0,NONE,NONE,0.000000,0,1,REGION_PURGE,1,NBT,OK
minecraft:overworld,-2,-2,4,25,1410059,0,253,minecraft:river,0,NONE,NONE,0.000000,0,1,REGION_PURGE,1,NBT,OK
minecraft:overworld,-2,-2,4,26,1410059,0,253,minecraft:river,0,NONE,NONE,0.000000,0,1,REGION_PURGE,1,NBT,OK
minecraft:overworld,-2,-2,4,27,1410059,0,253,minecraft:river,0,NONE,NONE,0.000000,0,1,REGION_PURGE,1,NBT,OK
minecraft:overworld,-2,-2,4,28,1410059,0,267,minecraft:river,0,NONE,NONE,0.000000,0,1,REGION_PURGE,1,NBT,OK
minecraft:overworld,-2,-2,4,29,1410059,0,259,minecraft:forest,0,NONE,NONE,0.000000,0,1,REGION_PURGE,1,NBT,OK
minecraft:overworld,-2,-2,4,30,1410059,0,265,minecraft:forest,0,NONE,NONE,0.000000,0,1,REGION_PURGE,1,NBT,OK
minecraft:overworld,-2,-2,4,31,1410059,0,263,minecraft:river,0,NONE,NONE,0.000000,0,1,REGION_PURGE,1,NBT,OK
minecraft:overworld,-2,-2,5,0,1410059,0,253,minecraft:river,0,NONE,NONE,0.000000,0,1,REGION_PURGE,1,NBT,OK
minecraft:overworld,-2,-2,5,1,1410059,0,253,minecraft:river,0,NONE,NONE,0.000000,0,1,REGION_PURGE,1,NBT,OK
minecraft:overworld,-2,-2,5,2,1410059,0,253,minecraft:river,0,NONE,NONE,0.000000,0,1,REGION_PURGE,1,NBT,OK
minecraft:overworld,-2,-2,5,3,1410059,0,253,minecraft:river,0,NONE,NONE,0.000000,0,1,REGION_PURGE,1,NBT,OK
minecraft:overworld,-2,-2,5,4,1410059,0,253,minecraft:river,0,NONE,NONE,0.000000,0,1,REGION_PURGE,1,NBT,OK
minecraft:overworld,-2,-2,5,5,1410059,0,253,minecraft:river,0,NONE,NONE,0.000000,0,1,REGION_PURGE,1,NBT,OK
minecraft:overworld,-2,-2,5,6,1410059,0,253,minecraft:river,0,NONE,NONE,0.000000,0,1,REGION_PURGE,1,NBT,OK
minecraft:overworld,-2,-2,5,7,1410059,0,253,minecraft:river,0,NONE,NONE,0.000000,0,1,REGION_PURGE,1,NBT,OK
minecraft:overworld,-2,-2,5,8,1410059,0,253,minecraft:plains,0,NONE,NONE,0.000000,0,1,REGION_PURGE,1,NBT,OK
minecraft:overworld,-2,-2,5,9,1410059,0,253,minecraft:river,0,NONE,NONE,0.000000,0,1,REGION_PURGE,1,NBT,OK
minecraft:overworld,-2,-2,5,10,1410059,0,253,minecraft:river,0,NONE,NONE,0.000000,0,1,REGION_PURGE,1,NBT,OK
minecraft:overworld,-2,-2,5,11,1410059,0,261,minecraft:plains,0,NONE,NONE,0.000000,0,1,REGION_PURGE,1,NBT,OK
minecraft:overworld,-2,-2,5,12,1410059,0,263,minecraft:plains,0,NONE,NONE,0.000000,0,1,REGION_PURGE,1,NBT,OK
minecraft:overworld,-2,-2,5,13,1410059,0,265,minecraft:plains,0,NONE,NONE,0.000000,0,1,REGION_PURGE,1,NBT,OK
minecraft:overworld,-2,-2,5,14,1410059,0,259,minecraft:plains,0,NONE,NONE,0.000000,0,1,REGION_PURGE,1,NBT,OK
minecraft:overworld,-2,-2,5,15,1410059,0,263,minecraft:plains,0,NONE,NONE,0.000000,0,1,REGION_PURGE,1,NBT,OK
minecraft:overworld,-2,-2,5,16,1410059,0,255,minecraft:plains,0,NONE,NONE,0.000000,0,1,REGION_PURGE,1,NBT,OK
minecraft:overworld,-2,-2,5,17,1410059,0,253,minecraft:plains,0,NONE,NONE,0.000000,0,1,REGION_PURGE,1,NBT,OK
minecraft:overworld,-2,-2,5,18,1410059,0,253,minecraft:plains,0,NONE,NONE,0.000000,0,1,REGION_PURGE,1,NBT,OK
minecraft:overworld,-2,-2,5,19,1410059,0,253,minecraft:river,0,NONE,NONE,0.000000,0,1,REGION_PURGE,1,NBT,OK
minecraft:overworld,-2,-2,5,20,1410059,0,253,minecraft:plains,0,NONE,NONE,0.000000,0,1,REGION_PURGE,1,NBT,OK
minecraft:overworld,-2,-2,5,21,1410059,0,253,minecraft:plains,0,NONE,NONE,0.000000,0,1,REGION_PURGE,1,NBT,OK
minecraft:overworld,-2,-2,5,22,1410059,0,253,minecraft:plains,0,NONE,NONE,0.000000,0,1,REGION_PURGE,1,NBT,OK
minecraft:overworld,-2,-2,5,23,1410059,0,253,minecraft:river,0,NONE,NONE,0.000000,0,1,REGION_PURGE,1,NBT,OK
minecraft:overworld,-2,-2,5,24,1410059,0,253,minecraft:river,0,NONE,NONE,0.000000,0,1,REGION_PURGE,1,NBT,OK
minecraft:overworld,-2,-2,5,25,1410059,0,253,minecraft:river,0,NONE,NONE,0.000000,0,1,REGION_PURGE,1,NBT,OK
minecraft:overworld,-2,-2,5,26,1410059,0,255,minecraft:plains,0,NONE,NONE,0.000000,0,1,REGION_PURGE,1,NBT,OK
minecraft:overworld,-2,-2,5,27,1410059,0,253,minecraft:plains,0,NONE,NONE,0.000000,0,1,REGION_PURGE,1,NBT,OK
minecraft:overworld,-2,-2,5,28,1410059,0,253,minecraft:forest,0,NONE,NONE,0.000000,0,1,REGION_PURGE,1,NBT,OK
minecraft:overworld,-2,-2,5,29,1410059,0,257,minecraft:forest,0,NONE,NONE,0.000000,0,1,REGION_PURGE,1,NBT,OK
minecraft:overworld,-2,-2,5,30,1410059,0,263,minecraft:forest,0,NONE,NONE,0.000000,0,1,REGION_PURGE,1,NBT,OK
minecraft:overworld,-2,-2,5,31,1410059,0,275,minecraft:forest,0,NONE,NONE,0.000000,0,1,REGION_PURGE,1,NBT,OK
